*info,Geographic name,"Incompletely enumerated Indian reserves and Indian settlements, 2006","Population, 2006","Total private dwellings, 2006","Private dwellings occupied by usual residents, 2006"
*info,Canada,T,31612897,13576855,12435520
*note,THIS FILE HAS BEEN TAGGED BY LUKAS SWAN.,,,,
*note,I WILL USE THIS FILE BY DIVIDING THE VALUES BY LAND AREA TO ACHIEVE AN URBAN/RURAL ESTIMATION,,,,
*note,FSA stands for Forward Sortation Area and is included in the CSDDRD,,,,
*header,FSA,incomplete,population,dwellings_total,dwellings_occupied
*units,-,-,count,count,count
*data,A0A,,46648,23052,17994
*data,A0B,,22099,12284,8799
*data,A0C,,13767,7788,5598
*data,A0E,,24400,12735,9575
*data,A0G,,37991,20088,14939
*data,A0H,,19537,9991,7543
*data,A0J,,8146,4515,3255
*data,A0K,,30274,15193,11527
*data,A0L,,7479,3385,2876
*data,A0M,,6800,3380,2796
*data,A0N,,15448,7863,6332
*data,A0P,,12296,4808,4003
*data,A0R,,2428,1184,928
*data,A1A,,27064,11457,10659
*data,A1B,,16268,8012,6923
*data,A1C,,13545,7084,6334
*data,A1E,,28954,13157,12239
*data,A1G,,5058,2100,1982
*data,A1H,,1460,548,524
*data,A1K,,9744,3550,3408
*data,A1L,,12641,4750,4508
*data,A1M,,6562,2448,2343
*data,A1N,,24807,9708,9243
*data,A1S,,6435,2272,2192
*data,A1V,,9934,4190,3879
*data,A1W,,10079,3717,3569
*data,A1X,,11779,4493,4293
*data,A1Y,,5312,2268,2033
*data,A2A,,8855,3783,3542
*data,A2B,,4888,1955,1847
*data,A2H,,25246,10854,10006
*data,A2N,,8591,3854,3525
*data,A2V,,7232,2961,2782
*data,A5A,,7174,3422,2796
*data,A8A,,6528,3109,2453
*data,B0C,,3135,1695,1253
*data,B0E,,27973,14526,11214
*data,B0H,,10994,5722,4395
*data,B0J,,42621,23065,17956
*data,B0K,,38322,19693,15762
*data,B0L,,2676,1715,1137
*data,B0M,,18192,9837,7627
*data,B0N,,39763,17622,15754
*data,B0P,,40521,17569,15862
*data,B0R,,6303,3772,2690
*data,B0S,,18223,9679,7916
*data,B0T,,16159,8774,6817
*data,B0V,,6244,3293,2726
*data,B0W,,32905,15981,13385
*data,B1A,,17063,7386,7002
*data,B1B,,1448,634,590
*data,B1C,,1986,942,823
*data,B1E,,1667,708,672
*data,B1G,,2162,914,881
*data,B1H,,10729,4548,4360
*data,B1J,,1167,801,522
*data,B1K,,3307,2082,1375
*data,B1L,,4982,1901,1842
*data,B1M,,1255,468,455
*data,B1N,,6210,2675,2534
*data,B1P,,15636,7401,6962
*data,B1R,,4323,1731,1696
*data,B1S,,8460,3638,3470
*data,B1T,,409,450,186
*data,B1V,,6782,2815,2719
*data,B1W,,2952,857,834
*data,B1X,,912,621,379
*data,B1Y,,6708,2836,2617
*data,B2A,,8770,3725,3600
*data,B2C,,346,322,143
*data,B2E,,33,112,20
*data,B2G,,13752,6803,5387
*data,B2H,,15104,6893,6470
*data,B2J,,128,160,59
*data,B2N,,32196,14172,13531
*data,B2R,,2326,894,877
*data,B2S,,7065,2585,2510
*data,B2T,,14215,5181,4972
*data,B2V,,13066,4560,4491
*data,B2W,,29676,11499,11204
*data,B2X,,12048,4846,4608
*data,B2Y,,14715,7452,7016
*data,B2Z,,8162,2996,2902
*data,B3A,,20272,11507,10347
*data,B3B,,792,431,287
*data,B3E,,6484,2513,2410
*data,B3G,,10070,3748,3641
*data,B3H,,18278,10762,9030
*data,B3J,,5196,3922,3133
*data,B3K,,19630,10507,9647
*data,B3L,,17491,8782,8212
*data,B3M,,26460,13408,12484
*data,B3N,,12219,6109,5725
*data,B3P,,8469,3854,3619
*data,B3R,,8133,3829,3499
*data,B3S,,8808,4020,3827
*data,B3T,,15881,5945,5761
*data,B3V,,5841,2241,2155
*data,B3Z,,14880,5761,5424
*data,B4A,,15976,6561,6258
*data,B4B,,8776,3042,2960
*data,B4C,,19166,7090,6941
*data,B4E,,16118,5978,5816
*data,B4G,,3849,1357,1322
*data,B4H,,13732,6876,5834
*data,B4N,,16910,7499,7165
*data,B4P,,7587,3976,3191
*data,B4R,,2868,1114,1050
*data,B4V,,17432,8080,7378
*data,B5A,,13353,6057,5557
*data,B9A,,5000,2161,1953
*data,C0A,,43172,20455,16219
*data,C0B,,29874,14177,11205
*data,C1A,,28747,13715,12409
*data,C1B,,7051,2885,2624
*data,C1C,,2123,940,873
*data,C1E,,8801,3508,3181
*data,C1N,,16083,7073,6573
*data,E1A,,34082,14881,13758
*data,E1B,,17819,7114,6888
*data,E1C,,24525,12627,11409
*data,E1E,,10099,4712,4467
*data,E1G,,16311,6079,5888
*data,E1H,,6975,2917,2800
*data,E1J,,3237,1267,1215
*data,E1N,,11762,5260,4647
*data,E1V,,14039,6085,5696
*data,E1W,,7129,3415,3058
*data,E1X,,13465,5806,5262
*data,E2A,,18444,8784,7820
*data,E2E,,17266,6397,6146
*data,E2G,,4264,1525,1486
*data,E2H,,4911,1983,1879
*data,E2J,,15254,7185,6631
*data,E2K,,17404,8430,7593
*data,E2L,,7937,4818,4088
*data,E2M,,19403,8467,7966
*data,E2N,,4073,1561,1497
*data,E2P,,1477,590,563
*data,E2R,,33,16,16
*data,E2S,,6812,2524,2384
*data,E2V,,13713,5418,4928
*data,E3A,,32049,13648,12797
*data,E3B,,32344,16118,14289
*data,E3C,,10201,3771,3668
*data,E3E,,3997,1460,1413
*data,E3L,,9276,4146,3806
*data,E3N,,14769,6694,6135
*data,E3V,,11728,5766,5377
*data,E3Y,,7718,3122,2938
*data,E3Z,,4401,1868,1789
*data,E4A,,3303,1913,1506
*data,E4B,,4747,2595,2024
*data,E4C,,2533,2031,1098
*data,E4E,,8997,4117,3728
*data,E4G,,2707,1081,984
*data,E4H,,4464,2073,1804
*data,E4J,,4543,1935,1808
*data,E4K,,6231,2454,2267
*data,E4L,,7080,3348,2904
*data,E4M,,2043,1640,853
*data,E4N,,3893,1720,1504
*data,E4P,,13301,6704,5378
*data,E4R,,6204,3804,2591
*data,E4S,,7147,3569,2903
*data,E4T,,2334,1379,970
*data,E4V,,4192,1814,1639
*data,E4W,,8296,3997,3450
*data,E4X,,3238,1363,1270
*data,E4Y,,3339,1501,1386
*data,E4Z,,5870,2843,2353
*data,E5A,,1914,958,769
*data,E5B,,3036,1698,1317
*data,E5C,,4100,2078,1686
*data,E5E,,1056,632,422
*data,E5G,,2650,1405,1125
*data,E5H,,3029,1322,1221
*data,E5J,,2098,1121,875
*data,E5K,,7163,2811,2634
*data,E5L,,3104,1319,1202
*data,E5M,,2079,989,820
*data,E5N,,11120,4510,4064
*data,E5P,,2571,1044,965
*data,E5R,,1582,757,612
*data,E5S,,1865,974,763
*data,E5T,,3081,1860,1195
*data,E5V,,824,499,373
*data,E6A,,1341,617,535
*data,E6B,,1755,792,680
*data,E6C,,2073,874,807
*data,E6E,,1557,729,604
*data,E6G,,2666,1374,1096
*data,E6H,,1254,854,508
*data,E6J,,1469,688,619
*data,E6K,,3513,1904,1417
*data,E6L,,4758,1950,1817
*data,E7A,,3957,2116,1653
*data,E7B,,5986,2663,2377
*data,E7C,,5510,2523,2262
*data,E7E,,4685,1994,1849
*data,E7G,,4443,2255,1779
*data,E7H,,6013,2764,2502
*data,E7J,,2290,937,889
*data,E7K,,2683,1088,1023
*data,E7L,,5483,2359,2143
*data,E7M,,9673,4047,3835
*data,E7N,,2897,1303,1129
*data,E7P,,3708,1562,1412
*data,E8A,,3839,1751,1528
*data,E8B,,2616,1243,1083
*data,E8C,,3995,1976,1798
*data,E8E,,5422,2446,2197
*data,E8G,,3193,1604,1417
*data,E8J,,5777,2505,2322
*data,E8K,,8625,3802,3458
*data,E8L,,2539,1051,997
*data,E8M,,2093,908,838
*data,E8N,,2638,1491,1188
*data,E8P,,3529,1528,1390
*data,E8R,,3279,1453,1371
*data,E8S,,5019,2287,1978
*data,E8T,,6425,3167,2658
*data,E9A,,2582,1134,1040
*data,E9B,,2505,1034,977
*data,E9C,,2396,1198,1050
*data,E9E,,4525,1908,1701
*data,E9G,,5441,2132,1982
*data,E9H,,3194,1296,1202
*data,G0A,,89695,43694,36201
*data,G0C,,48372,22437,20376
*data,G0E,,5629,2950,2453
*data,G0G,,18042,8239,6894
*data,G0H,,11663,5588,4577
*data,G0J,,34318,17600,14424
*data,G0K,,12060,6140,5017
*data,G0L,,62721,31062,25875
*data,G0M,,35464,15636,13813
*data,G0N,,20172,10449,8365
*data,G0P,,6482,2875,2521
*data,G0R,,82926,39521,33954
*data,G0S,,64237,27385,25158
*data,G0T,,15551,7491,6454
*data,G0V,,16271,8849,6408
*data,G0W,,34756,16042,12879
*data,G0X,,56274,28635,24006
*data,G0Y,,9772,5763,4105
*data,G0Z,,8384,3912,3464
*data,G1A,,10,4,4
*data,G1B,,15022,5446,5339
*data,G1C,,35003,13955,13684
*data,G1E,,24701,11992,11577
*data,G1G,,22199,9649,9491
*data,G1H,,28455,14558,14058
*data,G1J,,22251,12423,11853
*data,G1K,,18552,11542,10780
*data,G1L,,23047,13409,12868
*data,G1M,,18606,9250,8942
*data,G1N,,8000,4733,4507
*data,G1P,,16336,7703,7469
*data,G1R,,17023,11489,10514
*data,G1S,,24444,13773,12930
*data,G1T,,6445,2630,2526
*data,G1V,,18694,12123,10014
*data,G1W,,19725,10099,9648
*data,G1X,,24991,13022,12404
*data,G1Y,,13427,5249,5166
*data,G2A,,14032,5538,5409
*data,G2B,,21356,9275,9103
*data,G2C,,6826,2974,2931
*data,G2E,,20905,8600,8492
*data,G2G,,9942,4032,3949
*data,G2J,,2889,1591,1545
*data,G2K,,8259,3723,3673
*data,G2L,,11417,4887,4770
*data,G2M,,4066,1714,1669
*data,G2N,,6624,2662,2611
*data,G3A,,17660,6290,6131
*data,G3E,,12441,4596,4545
*data,G3G,,9301,3579,3486
*data,G3H,,7553,3136,2954
*data,G3J,,8637,3430,3347
*data,G3K,,13988,5359,5249
*data,G3L,,9350,5557,3993
*data,G3M,,5528,2523,2394
*data,G3Z,,7290,3323,3022
*data,G4A,,3048,1361,1312
*data,G4R,,20404,9230,8651
*data,G4S,,5347,2191,2124
*data,G4T,,13091,5838,5183
*data,G4V,,6976,3153,2973
*data,G4W,,12478,6082,5819
*data,G4X,,14821,6418,5965
*data,G4Z,,10341,4638,4398
*data,G5A,,8992,4203,3742
*data,G5B,,6212,2705,2585
*data,G5C,,12343,5435,5279
*data,G5H,,7109,3298,3135
*data,G5J,,6262,2869,2692
*data,G5L,,29832,14778,13922
*data,G5M,,4753,1881,1840
*data,G5N,,7666,3037,2902
*data,G5R,,18569,8659,8213
*data,G5T,,3199,1626,1326
*data,G5V,,11388,5428,5043
*data,G5X,,6180,2723,2575
*data,G5Y,,24820,11473,10819
*data,G5Z,,2711,1174,1137
*data,G6A,,1473,592,571
*data,G6B,,8395,4000,3699
*data,G6C,,6477,2398,2353
*data,G6E,,11588,4826,4680
*data,G6G,,19821,9474,9015
*data,G6H,,7345,3273,3107
*data,G6J,,9780,3613,3519
*data,G6K,,6971,2610,2581
*data,G6L,,14792,6406,6160
*data,G6P,,34975,15839,15289
*data,G6R,,1244,466,459
*data,G6S,,2070,866,857
*data,G6T,,4915,1809,1771
*data,G6V,,35297,16465,15702
*data,G6W,,20402,9457,9065
*data,G6X,,10361,4685,4550
*data,G6Z,,18006,6509,6419
*data,G7A,,18429,7016,6814
*data,G7B,,18109,7908,7521
*data,G7G,,16539,6633,6463
*data,G7H,,29605,13723,13130
*data,G7J,,14344,6449,6253
*data,G7K,,619,276,271
*data,G7N,,5338,2193,2109
*data,G7P,,6320,2668,2465
*data,G7S,,19247,7991,7833
*data,G7T,,23,12,12
*data,G7X,,26790,12979,12351
*data,G7Y,,603,255,249
*data,G7Z,,2879,1029,1008
*data,G8A,,6023,2794,2728
*data,G8B,,23212,10763,10251
*data,G8C,,2863,1047,1037
*data,G8E,,3889,1514,1427
*data,G8G,,4105,1860,1618
*data,G8H,,10682,4964,4569
*data,G8J,,4114,1799,1626
*data,G8K,,10444,4869,4398
*data,G8L,,14585,6857,6386
*data,G8M,,6049,2596,2435
*data,G8N,,2393,1006,947
*data,G8P,,7664,3446,3152
*data,G8T,,29390,14234,13739
*data,G8V,,8199,3056,3002
*data,G8W,,8743,3691,3606
*data,G8Y,,31211,14307,13787
*data,G8Z,,13536,7786,6858
*data,G9A,,21289,11927,11103
*data,G9B,,12602,5090,4888
*data,G9C,,1341,587,570
*data,G9H,,10964,4796,4522
*data,G9N,,18374,9697,9064
*data,G9P,,11118,5087,4962
*data,G9R,,1970,871,796
*data,G9T,,16714,8274,7811
*data,G9X,,11480,6312,5177
*data,H1A,,32877,13964,13519
*data,H1B,,20314,8993,8732
*data,H1C,,11435,3555,3488
*data,H1E,,43551,16541,16208
*data,H1G,,49657,21925,21039
*data,H1H,,34723,16339,15606
*data,H1J,,10262,4981,4857
*data,H1K,,31140,13611,13247
*data,H1L,,33064,16092,15523
*data,H1M,,28497,14787,14154
*data,H1N,,21896,10955,10587
*data,H1P,,17522,7492,7268
*data,H1R,,28490,11865,11383
*data,H1S,,22320,10194,9840
*data,H1T,,29613,15616,15057
*data,H1V,,19796,10607,10108
*data,H1W,,28709,15652,14892
*data,H1X,,29472,16229,15600
*data,H1Y,,25966,14211,13651
*data,H1Z,,35357,13828,13298
*data,H2A,,18434,8477,8150
*data,H2B,,17130,8756,8400
*data,H2C,,17239,8521,8231
*data,H2E,,24398,12007,11555
*data,H2G,,21934,12162,11616
*data,H2H,,13847,8004,7604
*data,H2J,,25010,15363,14468
*data,H2K,,27460,15876,15010
*data,H2L,,22712,14079,12875
*data,H2M,,17768,9079,8729
*data,H2N,,6022,2600,2478
*data,H2P,,14269,7651,7289
*data,H2R,,21221,11573,11112
*data,H2S,,25648,14231,13492
*data,H2T,,16165,8594,8033
*data,H2V,,29570,13769,12861
*data,H2W,,11207,6783,6058
*data,H2X,,20057,14360,11495
*data,H2Y,,3211,2343,1855
*data,H2Z,,1570,862,706
*data,H3A,,2553,2051,1479
*data,H3B,,56,21,16
*data,H3C,,3923,2524,2142
*data,H3E,,16207,8912,8172
*data,H3G,,7093,5002,4065
*data,H3H,,17067,12253,9938
*data,H3J,,10422,4808,4565
*data,H3K,,14009,7200,6709
*data,H3L,,19759,9781,9339
*data,H3M,,14835,6534,6287
*data,H3N,,30289,12747,11946
*data,H3P,,10054,3834,3677
*data,H3R,,9452,3853,3657
*data,H3S,,33965,15454,14512
*data,H3T,,12780,7106,6377
*data,H3V,,6571,4307,3946
*data,H3W,,31161,13217,12269
*data,H3X,,22733,10691,10059
*data,H3Y,,9869,3598,3408
*data,H3Z,,12111,6587,5959
*data,H4A,,25350,12275,11393
*data,H4B,,19830,10473,9879
*data,H4C,,14812,7857,7360
*data,H4E,,30402,15157,14532
*data,H4G,,30154,15880,15070
*data,H4H,,19699,9452,9094
*data,H4J,,17844,7384,7048
*data,H4K,,11274,4291,4181
*data,H4L,,33395,14050,13360
*data,H4M,,11361,4302,4108
*data,H4N,,25127,11356,10535
*data,H4P,,3916,1682,1607
*data,H4R,,19426,8698,8141
*data,H4S,,520,224,221
*data,H4T,,10,3,3
*data,H4V,,20853,9519,8980
*data,H4W,,23732,10447,9822
*data,H4X,,6498,2531,2436
*data,H4Y,,111,45,45
*data,H4Z,,5,1,1
*data,H5A,,5,3,3
*data,H5B,,5,1,1
*data,H7A,,17017,5938,5800
*data,H7B,,2539,866,853
*data,H7C,,8595,3472,3373
*data,H7E,,24121,9402,9184
*data,H7G,,20171,9431,9116
*data,H7H,,11485,4282,4201
*data,H7J,,2263,858,833
*data,H7K,,20061,7138,7013
*data,H7L,,30928,11576,11388
*data,H7M,,27222,10920,10726
*data,H7N,,37672,18051,17468
*data,H7P,,30059,11187,11000
*data,H7R,,25211,9654,9424
*data,H7S,,6994,3028,2954
*data,H7T,,17137,6711,6447
*data,H7V,,20483,10275,9659
*data,H7W,,36226,14650,14252
*data,H7X,,22703,7900,7744
*data,H7Y,,7823,2807,2751
*data,H8N,,27026,12222,11673
*data,H8P,,22727,11128,10724
*data,H8R,,29766,13535,12929
*data,H8S,,22410,11048,10163
*data,H8T,,14155,6607,6380
*data,H8Y,,18459,7366,7064
*data,H8Z,,13883,5380,5134
*data,H9A,,15973,5317,5150
*data,H9B,,20672,7373,7019
*data,H9C,,11665,3950,3880
*data,H9E,,2663,1049,1007
*data,H9G,,15836,5616,5445
*data,H9H,,23981,9189,8865
*data,H9J,,21808,7404,7159
*data,H9K,,7151,2394,2338
*data,H9P,,3878,1541,1494
*data,H9R,,22695,9218,8837
*data,H9S,,21678,10025,9529
*data,H9W,,19195,6750,6559
*data,H9X,,10048,3940,3753
*data,J0A,,19228,8604,7671
*data,J0B,,65111,30999,26165
*data,J0C,,21180,9157,8312
*data,J0E,,45671,24720,18805
*data,J0G,,19006,8957,7921
*data,J0H,,49723,20507,19372
*data,J0J,,39207,17553,15462
*data,J0K,,130591,68369,54959
*data,J0L,,63160,25333,24415
*data,J0M,,19016,4875,4376
*data,J0N,,39152,14961,14417
*data,J0P,,35263,14658,13880
*data,J0R,,29855,16412,12933
*data,J0S,,33697,15680,13638
*data,J0T,,44029,37216,20237
*data,J0V,,24939,15642,10784
*data,J0W,,17702,11595,7710
*data,J0X,,44095,28743,18376
*data,J0Y,,34607,15420,13474
*data,J0Z,,34866,16223,14018
*data,J1A,,9557,4114,3853
*data,J1C,,3557,1395,1358
*data,J1E,,20291,10680,9917
*data,J1G,,19031,8434,8133
*data,J1H,,28992,15658,14426
*data,J1J,,14915,7147,6871
*data,J1K,,7031,3818,3076
*data,J1L,,12610,6587,6314
*data,J1M,,5737,2816,2402
*data,J1N,,24580,9854,9493
*data,J1R,,5243,1961,1923
*data,J1S,,7557,3331,3198
*data,J1T,,7746,3822,3606
*data,J1X,,27510,15220,12251
*data,J1Z,,4783,1827,1748
*data,J2A,,10572,4077,3932
*data,J2B,,26077,12465,11817
*data,J2C,,27262,13050,12449
*data,J2E,,3897,1652,1606
*data,J2G,,37369,17405,16767
*data,J2H,,10046,3744,3671
*data,J2J,,12111,5464,5318
*data,J2K,,15254,6782,6358
*data,J2L,,6069,3074,2557
*data,J2M,,5764,2303,2131
*data,J2N,,7802,3550,3337
*data,J2R,,9901,3916,3851
*data,J2S,,27469,13924,13073
*data,J2T,,14284,6135,5941
*data,J2W,,25262,9316,9118
*data,J2X,,17390,7176,6936
*data,J2Y,,5508,2054,2034
*data,J3A,,8879,4917,4784
*data,J3B,,30380,14300,13817
*data,J3E,,28993,10471,10320
*data,J3G,,27763,11061,10820
*data,J3H,,22893,8936,8751
*data,J3L,,39828,15399,15033
*data,J3M,,7509,3188,2997
*data,J3N,,15609,5817,5735
*data,J3P,,25481,11971,11314
*data,J3R,,13028,6245,6000
*data,J3T,,7840,3368,3161
*data,J3V,,24334,9377,9213
*data,J3X,,20954,7713,7621
*data,J3Y,,56048,21519,21095
*data,J3Z,,3463,1073,1060
*data,J4B,,39062,15179,14946
*data,J4G,,10467,4618,4529
*data,J4H,,15261,8345,8031
*data,J4J,,30077,14611,14101
*data,J4K,,25880,13125,12574
*data,J4L,,31155,13739,13324
*data,J4M,,11942,4472,4403
*data,J4N,,5162,2324,2265
*data,J4P,,10630,5376,5178
*data,J4R,,10164,4969,4795
*data,J4S,,6221,3168,3058
*data,J4T,,17521,7690,7458
*data,J4V,,16926,7282,7080
*data,J4W,,17922,7120,6796
*data,J4X,,17185,6192,6052
*data,J4Y,,16534,6121,6030
*data,J4Z,,19525,8104,7775
*data,J5A,,23955,8463,8349
*data,J5B,,7285,2773,2732
*data,J5C,,16222,6175,6070
*data,J5J,,10355,4143,3924
*data,J5K,,10147,3974,3815
*data,J5L,,15331,5865,5734
*data,J5M,,14132,5708,5336
*data,J5R,,37713,14875,14526
*data,J5T,,12129,4554,4433
*data,J5V,,7441,3522,3367
*data,J5W,,20026,7800,7624
*data,J5X,,7764,2959,2890
*data,J5Y,,22443,8262,8043
*data,J5Z,,25299,10058,9793
*data,J6A,,34115,14387,14095
*data,J6E,,39601,18238,17707
*data,J6J,,22743,8899,8723
*data,J6K,,20061,7700,7544
